chr1	399601	399602
chr1	398680	398681
chr1	88190	89154
chr1	236325	236328
chr1	90065	90301
chr1	237543	237545
chr1	91534	91537
chr1	91560	91561
chr1	237969	237970
chr1	239005	239006
chr1	241164	241169
chr1	241346	241348
chr1	99031	99043
chr1	99102	99111
chr1	246969	246972
chr1	101690	101691
chr1	249285	249286
chr1	104184	104186
chr1	254877	254883
chr1	109605	109611
chr1	257832	257834
chr1	114556	114558
chr1	262051	262053
chr1	264918	264922
chr1	120992	120996
chr1	121042	121066
chr1	121099	121102
